"Store Name","Mid","Tid","Cashier Name","Transaction ID","Transaction Date","Subtotal","Tax","Charge","Discount","Total","Payment Method","Status","Approval","Ref ID","Card Type","Card Bank","Settlement Status","Settlement Date","Member Name","QR Statis Name"
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAZFD935WAS011100445","2024-11-01 11:39:44","20000","0","0","0","20000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAIK6935WAS011100446","2024-11-01 11:52:57","54000","0","0","0","54000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRRQV935WAS011100447","2024-11-01 12:09:22","16000","0","0","0","16000","QRIS","success","073626404679","1427395992","","","settled","2024-11-01 20:48:18","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQR607935WAS011100448","2024-11-01 12:30:11","31000","0","0","0","31000","QRIS","success","073626404684","1427444987","","","settled","2024-11-01 20:48:18","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA0GB935WAS011100449","2024-11-01 12:33:58","26000","0","0","0","26000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA0TH935WAS011100450","2024-11-01 12:37:59","16000","0","0","0","16000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAGTZ935WAS011100451","2024-11-01 12:55:11","42000","0","0","0","42000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA8LT935WAS011100452","2024-11-01 13:59:33","45000","0","0","0","45000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAXSA935WAS011100453","2024-11-01 14:18:09","30000","0","0","0","30000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQR0AG935WAS011100454","2024-11-01 14:18:31","15000","0","0","0","15000","QRIS","success","073626404687","1427660216","","","settled","2024-11-01 20:48:18","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAPWR935WAS011100455","2024-11-01 14:21:59","24000","0","0","0","24000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAUD8935WAS011100456","2024-11-01 14:53:01","15000","0","0","0","15000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCALBF935WAS011100457","2024-11-01 14:58:50","42000","0","0","0","42000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCARNM935WAS011100458","2024-11-01 14:59:23","50000","0","0","0","50000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRJ0H935WAS011100459","2024-11-01 15:21:12","20000","0","0","0","20000","QRIS","success","073626404692","1427762013","","","settled","2024-11-01 20:48:18","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRPQ6935WAS011100460","2024-11-01 15:21:48","15000","0","0","0","15000","QRIS","success","073626404696","1427762967","","","settled","2024-11-01 20:48:18","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA68L935WAS011100461","2024-11-01 15:25:53","47000","0","0","0","47000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAZ11935WAS011100462","2024-11-01 15:26:56","20000","0","0","0","20000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAIG9935WAS011100463","2024-11-01 15:28:04","15000","0","0","0","15000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAUE3935WAS011100464","2024-11-01 15:28:32","17000","0","0","0","17000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRIHK935WAS011100465","2024-11-01 15:29:20","45000","0","0","0","45000","QRIS","success","073626404699","1427775533","","","settled","2024-11-01 20:48:18","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCACFM935WAS011100466","2024-11-01 15:56:01","30000","0","0","0","30000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA396935WAS011100467","2024-11-01 16:51:58","60000","0","0","0","60000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAA60935WAS011100468","2024-11-01 16:54:14","25000","0","0","0","25000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRSSN935WAS011100469","2024-11-01 16:54:37","7000","0","0","0","7000","QRIS","success","073626404702","1427923098","","","settled","2024-11-01 20:48:18","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQREXY935WAS011100470","2024-11-01 16:55:18","20000","0","0","0","20000","QRIS","success","073626404705","1427924360","","","settled","2024-11-01 20:48:18","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA99I935WAS011100471","2024-11-01 16:56:16","20000","0","0","0","20000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAAZ8935WAS011100472","2024-11-01 16:57:12","44000","0","0","0","44000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAVKZ935WAS011100473","2024-11-01 17:38:14","4000","0","0","0","4000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAKMH935WAS011100474","2024-11-01 17:39:40","5000","0","0","0","5000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA93S935WAS011100475","2024-11-01 18:00:08","46000","0","0","0","46000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAXCZ935WAS011100476","2024-11-01 18:01:58","22000","0","0","0","22000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA6MX935WAS011100477","2024-11-01 18:55:32","4000","0","0","0","4000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAAQL935WAS011100478","2024-11-01 18:59:12","15000","0","0","0","15000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRHXT935WAS011100479","2024-11-01 19:18:07","36000","0","0","0","36000","QRIS","success","073626404708","1428198744","","","settled","2024-11-01 20:48:18","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAZK7935WAS011100480","2024-11-01 19:27:03","16000","0","0","0","16000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRYVF935WAS011100481","2024-11-01 19:43:35","30000","0","0","0","30000","QRIS","success","073626404713","1428255190","","","settled","2024-11-01 20:48:18","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRYOK935WAS011100483","2024-11-01 19:49:35","35000","0","0","0","35000","QRIS","success","073626404719","1428268526","","","settled","2024-11-01 20:48:18","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAPQX935WAS011100484","2024-11-01 20:05:43","20000","0","0","0","20000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAYTZ935WAS011100484","2024-11-01 20:22:19","27000","0","0","0","27000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRYI9935WAS011100485","2024-11-01 20:46:57","10000","0","0","0","10000","QRIS","success","073626404722","1428385950","","","settled","2024-11-01 20:48:18","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQR9XH935WAS031100382","2024-11-03 12:13:12","40000","0","0","0","40000","QRIS","success","073626404733","1430598480","","","settled","2024-11-03 18:19:42","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA2IB935WAS031100383","2024-11-03 12:59:17","30000","0","0","0","30000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCABIO935WAS031100384","2024-11-03 13:53:50","40000","0","0","0","40000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAOY4935WAS031100385","2024-11-03 14:13:34","16000","0","0","0","16000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAG0T935WAS031100386","2024-11-03 14:14:31","19000","0","0","0","19000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCANPJ935WAS031100387","2024-11-03 14:34:08","15000","0","0","0","15000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRU36935WAS031100388","2024-11-03 16:24:20","30000","0","0","0","30000","QRIS","success","073626404736","1431038252","","","settled","2024-11-03 18:19:42","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQR6SB935WAS031100389","2024-11-03 16:38:49","20000","0","0","0","20000","QRIS","success","073626404739","1431063875","","","settled","2024-11-03 18:19:42","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRNNT935WAS031100390","2024-11-03 17:04:12","22000","0","0","0","22000","QRIS","success","073626404742","1431110847","","","settled","2024-11-03 18:19:42","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAVGJ935WAS031100391","2024-11-03 17:05:22","20000","0","0","0","20000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAKPE935WAS031100392","2024-11-03 17:56:37","36000","0","0","0","36000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRMSO935WAS031100393","2024-11-03 18:00:35","40000","0","0","0","40000","QRIS","success","073626404745","1431217025","","","settled","2024-11-03 18:19:42","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRMLB935WAS041100351","2024-11-04 10:25:02","60000","0","0","0","60000","QRIS","success","073626404748","1431917638","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAMMD935WAS041100352","2024-11-04 10:32:05","20000","0","0","0","20000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAL8G935WAS041100353","2024-11-04 10:46:45","10000","0","0","0","10000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAC1Z935WAS041100354","2024-11-04 11:15:06","24000","0","0","0","24000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCATAU935WAS041100355","2024-11-04 11:17:58","29000","0","0","0","29000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA341935WAS041100356","2024-11-04 11:19:23","51000","0","0","0","51000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAEQO935WAS041100357","2024-11-04 11:29:10","46000","0","0","0","46000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQR5HN935WAS041100358","2024-11-04 11:36:49","15000","0","0","0","15000","QRIS","success","073626404752","1432026248","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRDV2935WAS041100360","2024-11-04 11:38:10","21000","0","0","0","21000","QRIS","success","073626404760","1432028735","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRNB2935WAS041100361","2024-11-04 11:40:40","54000","0","0","0","54000","QRIS","success","073626404763","1432033444","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRUOF935WAS041100362","2024-11-04 11:56:54","41000","0","0","0","41000","QRIS","success","073626404766","1432066386","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAKFO935WAS041100363","2024-11-04 12:04:40","40000","0","0","0","40000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAH7C935WAS041100364","2024-11-04 12:15:27","25000","0","0","0","25000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA5ID935WAS041100365","2024-11-04 12:16:02","65000","0","0","0","65000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA5UJ935WAS041100366","2024-11-04 12:16:58","27000","0","0","0","27000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAPQ0935WAS041100367","2024-11-04 12:17:36","30000","0","0","0","30000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAMYV935WAS041100368","2024-11-04 12:19:24","47000","0","0","0","47000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAF1X935WAS041100369","2024-11-04 12:20:28","22000","0","0","0","22000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRFQY935WAS041100370","2024-11-04 12:20:41","15000","0","0","0","15000","QRIS","success","073626404769","1432123085","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAKKU935WAS041100371","2024-11-04 12:34:28","21000","0","0","0","21000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQR00N935WAS041100372","2024-11-04 12:34:46","21000","0","0","0","21000","QRIS","success","073626404772","1432156503","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCALBI935WAS041100373","2024-11-04 12:38:27","35000","0","0","0","35000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA1WK935WAS041100354","2024-11-04 13:01:18","27000","0","0","0","27000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRONV935WAS041100355","2024-11-04 13:03:30","29000","0","0","0","29000","QRIS","success","073626404775","1432218542","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA0T2935WAS041100356","2024-11-04 13:04:25","23000","0","0","0","23000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAV73935WAS041100357","2024-11-04 13:12:50","42000","0","0","0","42000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAW8W935WAS041100357","2024-11-04 13:27:12","105000","0","0","0","105000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRSOQ935WAS041100358","2024-11-04 13:30:04","26000","0","0","0","26000","QRIS","success","073626404779","1432266138","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCARRH935WAS041100359","2024-11-04 13:32:46","15000","0","0","0","15000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRD0G935WAS041100360","2024-11-04 13:38:44","15000","0","0","0","15000","QRIS","success","073626404782","1432279919","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PDKHT9935WAS041100360","2024-11-04 13:43:04","8","0","0","0","8","Debit/Kredit","success","451681","00116","Debit","BRI","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAYTT935WAS041100361","2024-11-04 13:49:40","25000","0","0","0","25000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQR9TY935WAS041100362","2024-11-04 14:29:15","20000","0","0","0","20000","QRIS","success","073626404789","1432354855","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQR0AW935WAS041100363","2024-11-04 14:29:57","20000","0","0","0","20000","QRIS","success","073626404792","1432355873","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCABWX935WAS041100364","2024-11-04 14:31:08","10000","0","0","0","10000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCARK7935WAS041100365","2024-11-04 15:23:26","15000","0","0","0","15000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAA9Z935WAS041100366","2024-11-04 15:26:44","47000","0","0","0","47000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAIRQ935WAS041100367","2024-11-04 15:55:23","35000","0","0","0","35000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAZS7935WAS041100368","2024-11-04 16:06:15","10000","0","0","0","10000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAHRJ935WAS041100369","2024-11-04 16:19:45","20000","0","0","0","20000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCACZI935WAS041100370","2024-11-04 17:13:34","60000","0","0","0","60000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRXDN935WAS041100371","2024-11-04 17:30:59","40000","0","0","0","40000","QRIS","success","073626404798","1432645331","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAMZ4935WAS041100372","2024-11-04 17:31:56","50000","0","0","0","50000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA4N1935WAS041100373","2024-11-04 17:36:43","20000","0","0","0","20000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRP5E935WAS041100374","2024-11-04 18:00:48","28000","0","0","0","28000","QRIS","success","073626404801","1432696831","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA18K935WAS041100375","2024-11-04 18:02:06","5000","0","0","0","5000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRFWQ935WAS041100376","2024-11-04 18:08:21","23000","0","0","0","23000","QRIS","success","073626404804","1432709840","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAFGS935WAS041100377","2024-11-04 18:28:30","15000","0","0","0","15000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCASW4935WAS041100378","2024-11-04 18:31:35","36000","0","0","0","36000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQR7N2935WAS041100379","2024-11-04 18:31:59","35000","0","0","0","35000","QRIS","success","073626404809","1432752569","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQR4N8935WAS041100380","2024-11-04 18:32:44","22000","0","0","0","22000","QRIS","success","073626404812","1432753927","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRY32935WAS041100381","2024-11-04 18:35:58","17000","0","0","0","17000","QRIS","success","073626404816","1432759878","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA9D4935WAS041100382","2024-11-04 18:36:50","40000","0","0","0","40000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQR2HV935WAS041100383","2024-11-04 18:51:59","25000","0","0","0","25000","QRIS","success","073626404819","1432789989","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRLJU935WAS041100384","2024-11-04 18:52:40","21000","0","0","0","21000","QRIS","success","073626404824","1432791348","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRBMT935WAS041100385","2024-11-04 18:57:01","18000","0","0","0","18000","QRIS","success","073626404828","1432799532","","","settled","2024-11-04 21:05:14","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAK8D935WAS041100386","2024-11-04 19:02:53","51000","0","0","0","51000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAR3U935WAS041100387","2024-11-04 19:03:44","20000","0","0","0","20000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA286935WAS041100388","2024-11-04 19:52:12","38000","0","0","0","38000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA3J3935WAS041100389","2024-11-04 19:53:09","89000","0","0","0","89000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAW6J935WAS041100390","2024-11-04 20:20:06","50000","0","0","0","50000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCABAF935WAS041100391","2024-11-04 20:32:07","20000","0","0","0","20000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAJP8935WAS041100392","2024-11-04 20:41:24","7000","0","0","0","7000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","1999437179","10736264","Yoga","PCA256935WAS051100348","2024-11-05 10:31:02","51000","0","0","0","51000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","1999437179","10736264","Yoga","PCAWSV935WAS051100349","2024-11-05 10:49:34","15000","0","0","0","15000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","1999437179","10736264","Yoga","PCA0SH935WAS051100350","2024-11-05 11:12:09","32000","0","0","0","32000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PDK1GI935WAS051100351","2024-11-05 11:12:43","38000","0","0","0","38000","Debit/Kredit","success","326564","00117","Debit","Bank Lain","settled","2024-11-05 21:07:35","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCA2SX935WAS051100352","2024-11-05 11:17:21","48000","0","0","0","48000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAARR935WAS051100353","2024-11-05 11:28:53","21000","0","0","0","21000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRNTB935WAS051100354","2024-11-05 11:29:05","16000","0","0","0","16000","QRIS","success","073626404833","1433486936","","","settled","2024-11-05 21:07:35","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAX8S935WAS051100355","2024-11-05 11:30:05","28000","0","0","0","28000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAOH5935WAS051100356","2024-11-05 11:31:25","35000","0","0","0","35000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRD8K935WAS051100357","2024-11-05 11:32:09","28000","0","0","0","28000","QRIS","success","073626404837","1433492258","","","settled","2024-11-05 21:07:35","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAA68935WAS051100358","2024-11-05 11:34:11","132000","0","0","0","132000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQR55J935WAS051100359","2024-11-05 11:34:38","20000","0","0","0","20000","QRIS","success","073626404841","1433496736","","","settled","2024-11-05 21:07:35","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRTM2935WAS051100360","2024-11-05 11:35:39","43000","0","0","0","43000","QRIS","success","073626404844","1433498596","","","settled","2024-11-05 21:07:35","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRSXZ935WAS051100361","2024-11-05 11:36:16","20000","0","0","0","20000","QRIS","success","073626404847","1433499689","","","settled","2024-11-05 21:07:35","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRINI935WAS051100362","2024-11-05 11:36:53","17000","0","0","0","17000","QRIS","success","073626404850","1433500836","","","settled","2024-11-05 21:07:35","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRPUT935WAS051100363","2024-11-05 11:37:43","40000","0","0","0","40000","QRIS","success","073626404853","1433502469","","","settled","2024-11-05 21:07:35","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PQRKYU935WAS051100364","2024-11-05 11:38:22","25000","0","0","0","25000","QRIS","success","073626404857","1433503757","","","settled","2024-11-05 21:07:35","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAAAC935WAS051100365","2024-11-05 11:39:01","12000","0","0","0","12000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAE8A935WAS051100366","2024-11-05 11:49:03","18000","0","0","0","18000","Cash","success","","","","","unsettled","","",""
"WAROENK KANGMAS","000001999437179","10736264","Yoga","PCAONY935WAS051100367","2024-11-05 11:55:02","20000","0","0","0","20000","Cash","success","","","","","unsettled","","",""
